07/24/2025 12:12:21 - INFO - __main__ -   ########## Repeat:0 ##########
07/24/2025 12:12:21 - INFO - utils.trainer -   ***** Running training *****
07/24/2025 12:12:21 - INFO - utils.trainer -     Num examples = 6
07/24/2025 12:12:21 - INFO - utils.trainer -     Num Epochs = 200
07/24/2025 12:12:21 - INFO - utils.trainer -     Total train batch size = 16
07/24/2025 12:12:21 - INFO - utils.trainer -     warmup steps = 400
07/24/2025 12:12:21 - INFO - utils.trainer -     Total optimization steps = 1200
07/24/2025 12:12:21 - INFO - utils.trainer -     Save steps = 200
07/24/2025 12:12:21 - INFO - root -   Parameters [normal] length [11]
07/24/2025 12:12:22 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
07/24/2025 12:12:22 - INFO - utils.trainer -   AUC: 0.54613
07/24/2025 12:12:22 - INFO - utils.trainer -   Accuracy: 0.46154
07/24/2025 12:12:22 - INFO - utils.trainer -   Precision: 0.46154
07/24/2025 12:12:22 - INFO - utils.trainer -   Recall: 0.46154
07/24/2025 12:12:22 - INFO - utils.trainer -   F_score: 0.46154
07/24/2025 12:12:22 - INFO - utils.trainer -   Specificity: 1.00000
07/24/2025 12:12:22 - INFO - utils.trainer -   Sensitivity: 0.00000
07/24/2025 12:12:22 - INFO - utils.trainer -   Loss: 0.83377
07/24/2025 12:12:22 - INFO - utils.trainer -    Train loss: 0.70818, Test loss: 0.83377,Epoch time = 0.851s
07/24/2025 12:12:22 - INFO - utils.trainer -   Saving model checkpoint to output_dir/EEGNet
07/24/2025 12:12:23 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
07/24/2025 12:12:23 - INFO - utils.trainer -   AUC: 0.55655
07/24/2025 12:12:23 - INFO - utils.trainer -   Accuracy: 0.46154
07/24/2025 12:12:23 - INFO - utils.trainer -   Precision: 0.46154
07/24/2025 12:12:23 - INFO - utils.trainer -   Recall: 0.46154
07/24/2025 12:12:23 - INFO - utils.trainer -   F_score: 0.46154
07/24/2025 12:12:23 - INFO - utils.trainer -   Specificity: 1.00000
07/24/2025 12:12:23 - INFO - utils.trainer -   Sensitivity: 0.00000
07/24/2025 12:12:23 - INFO - utils.trainer -   Loss: 0.92671
07/24/2025 12:12:23 - INFO - utils.trainer -    Train loss: 0.48856, Test loss: 0.92671,Epoch time = 0.649s
07/24/2025 12:12:23 - INFO - utils.trainer -   Saving model checkpoint to output_dir/EEGNet
07/24/2025 12:12:24 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
07/24/2025 12:12:24 - INFO - utils.trainer -   AUC: 0.56399
07/24/2025 12:12:24 - INFO - utils.trainer -   Accuracy: 0.46154
07/24/2025 12:12:24 - INFO - utils.trainer -   Precision: 0.46154
07/24/2025 12:12:24 - INFO - utils.trainer -   Recall: 0.46154
07/24/2025 12:12:24 - INFO - utils.trainer -   F_score: 0.46154
07/24/2025 12:12:24 - INFO - utils.trainer -   Specificity: 1.00000
07/24/2025 12:12:24 - INFO - utils.trainer -   Sensitivity: 0.00000
07/24/2025 12:12:24 - INFO - utils.trainer -   Loss: 0.93239
07/24/2025 12:12:24 - INFO - utils.trainer -    Train loss: 0.38434, Test loss: 0.93239,Epoch time = 0.592s
07/24/2025 12:12:24 - INFO - utils.trainer -   Saving model checkpoint to output_dir/EEGNet
07/24/2025 12:12:25 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
07/24/2025 12:12:25 - INFO - utils.trainer -   AUC: 0.56845
07/24/2025 12:12:25 - INFO - utils.trainer -   Accuracy: 0.46154
07/24/2025 12:12:25 - INFO - utils.trainer -   Precision: 0.46154
07/24/2025 12:12:25 - INFO - utils.trainer -   Recall: 0.46154
07/24/2025 12:12:25 - INFO - utils.trainer -   F_score: 0.46154
07/24/2025 12:12:25 - INFO - utils.trainer -   Specificity: 1.00000
07/24/2025 12:12:25 - INFO - utils.trainer -   Sensitivity: 0.00000
07/24/2025 12:12:25 - INFO - utils.trainer -   Loss: 0.93073
07/24/2025 12:12:25 - INFO - utils.trainer -    Train loss: 0.34786, Test loss: 0.93073,Epoch time = 0.607s
07/24/2025 12:12:25 - INFO - utils.trainer -   Saving model checkpoint to output_dir/EEGNet
07/24/2025 12:12:26 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
07/24/2025 12:12:26 - INFO - utils.trainer -   AUC: 0.55952
07/24/2025 12:12:26 - INFO - utils.trainer -   Accuracy: 0.46154
07/24/2025 12:12:26 - INFO - utils.trainer -   Precision: 0.46154
07/24/2025 12:12:26 - INFO - utils.trainer -   Recall: 0.46154
07/24/2025 12:12:26 - INFO - utils.trainer -   F_score: 0.46154
07/24/2025 12:12:26 - INFO - utils.trainer -   Specificity: 1.00000
07/24/2025 12:12:26 - INFO - utils.trainer -   Sensitivity: 0.00000
07/24/2025 12:12:26 - INFO - utils.trainer -   Loss: 0.92918
